발명의명칭,출원인,출원일자,심사진행상태
LED가 실장된 인쇄회로기판(PRINTED CIRCUIT BOARD MOUNTED LED),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.06.28,등록결정(심사전치후)
LED 장치(LED DEVICE),엘지전자 주식회사(서울특별시 영등포구...),2009.08.13,등록결정(일반)
차량용 램프의 LED 광원 모듈(LED Light Source Module for vehicle Lamp),엘지이노텍 주식회사(서울특별시 강서구...),2016.05.16,
LED를 이용한 배터리 충전 상태 표시장치(Battery Charge Status Display Device using LED),엘지전자 주식회사(서울특별시 영등포구...),2004.12.07,취하(심사미청구)
액정표시장치용 LED 어셈블리(LED assembly of liquid crystal display device),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.02,등록결정(일반)
LED 조명 모듈(LIGHTING MODULE WITH LED),엘지전자 주식회사(서울특별시 영등포구...),2009.06.04,등록결정(일반)
LED 전류 제어 회로(LED current control circuit),엘지이노텍 주식회사(서울특별시 강서구...),2012.06.29,등록결정(일반)
LED 백라이트 유닛 및 그를 이용한 디스플레이 장치(A LED BACKLIGHT UNIT AND A DISPLAY DEVICE USING THE SAME),엘지전자 주식회사(서울특별시 영등포구...),2010.11.09,등록결정(일반)
LED 조명 장치(Lighting device using LED),엘지전자 주식회사(서울특별시 영등포구...),2009.11.17,등록결정(일반)
LED칩 검사용 지그장치(Jig apparatus using for LED chip test),엘지이노텍 주식회사(서울특별시 강서구...),2016.01.06,취하(심사미청구)
LED 파장 변환부재용 양자점-층상형 점토광물 복합체 및 이를 이용한 LED 파장 변환부재(QUANTUM DOT-LAYERED CLAY COMPLEX FOR LED WAVELENGTH-CONVERSION PART AND LED WAVELENGTH-CONVERSION PART USING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2014.01.22,등록결정(일반)
LED 조명용 전원 장치(Power device for LED lighting),엘지이노텍 주식회사(서울특별시 강서구...),2013.11.26,거절결정(일반)
수지 조성물 및 이를 이용한 ESD보호층을 포함하는 LED패키지(RESIN COMPOSITE AND LED PACKAGE COMPRISING ESD PROTECTION LAYER USING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2013.09.11,거절결정(일반)
LED 조명용 전원 공급 장치(POWER SUPPLYING APPARATUS FOR LED LIGHTING),엘지이노텍 주식회사(서울특별시 강서구...),2013.11.26,거절결정(일반)
LED 조명장치(LED Lamp apparatus),엘지이노텍 주식회사(서울특별시 강서구...),2012.12.13,등록결정(재심사후)
LED 보호 회로(LED Protection Circuit),엘지이노텍 주식회사(서울특별시 강서구...),2011.10.28,등록결정(일반)
피드백 회로를 이용하는 LED 발광 장치 및 LED 패키지(LED LIGHT EMITTING DEVICE AND LED PACKAGE USING FEEDBACK CIRCUIT),엘지이노텍 주식회사(서울특별시 강서구...),2011.05.25,거절결정(일반)
LED 회로(LED CIRCUIT),엘지이노텍 주식회사(서울특별시 강서구...),2011.12.09,거절결정(일반)
LED 조명의 히트싱크(HEATSINK FOR LED LAMP),엘지이노텍 주식회사(서울특별시 강서구...)|권병일(경기도 시흥시 ...),2010.11.16,거절결정(재심사)
LED 조명용 전원 장치(Power device for LED lighting),엘지이노텍 주식회사(서울특별시 강서구...),2013.11.26,거절결정(일반)
LED 백색 광원모듈(LED WHITE LIGHT SOURCE MODULE),엘지이노텍 주식회사(서울특별시 강서구...),2011.09.08,거절결정(일반)
UV LED 및 도광막대를 갖는 가습기(HUMIDIFIER HAVING UV LED AND LIGHT GUIDE STICK),엘지이노텍 주식회사(서울특별시 강서구...),2010.07.30,거절결정(일반)
LED 패키지 및 그 제조방법(LED PACKAGE AND MANUFACTURING METHOD OF THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2010.03.17,등록결정(재심사후)
LED 조명용 전원 공급 장치(POWER SUPPLYING APPARATUS FOR LED LIGHTING),엘지이노텍 주식회사(서울특별시 강서구...),2014.01.02,등록결정(일반)
수지 조성물 및 이를 포함하는 절연층을 포함하는 LED 패키지(RESIN COMPOSITE AND LED PACKAGE COMPRISING INSULATIONLAYER COMPRISING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2014.01.24,등록결정(일반)
LED 무선 제어용 인터페이스 장치(INTERFACING APPARATUS FOR WIRELESS LED CONTROLLING),엘지이노텍 주식회사(서울특별시 강서구...),2015.06.30,취하(심사미청구)
LED 구동 회로(LED DRIVING CIRCUIT),엘지이노텍 주식회사(서울특별시 강서구...),2011.08.01,취하(심사미청구)
LED 구동을 위한 부스트 회로(BOOST CIRCUIT FOR OPERATING LED),엘지이노텍 주식회사(서울특별시 강서구...),2009.11.26,등록결정(일반)
LED 케이스(LED CASE),엘지이노텍 주식회사(서울특별시 강서구...),2012.05.14,취하(심사미청구)
벌브형 LED 램프 및 이를 포함하는 차량용 램프(Bulb-type LED lamp and vehicle lamp including the same),엘지이노텍 주식회사(서울특별시 강서구...),2015.12.01,취하(심사미청구)
LED 구동 회로(LED driving circuit),엘지이노텍 주식회사(서울특별시 강서구...),2012.04.02,등록결정(일반)
LED 구동 장치(LED driving apparatus),엘지이노텍 주식회사(서울특별시 강서구...),2010.08.11,거절결정(일반)
LED 조명용 전원 공급 장치(POWER SUPPLYING APPARATUS FOR LED LIGHTING),엘지이노텍 주식회사(서울특별시 강서구...),2013.11.26,포기(등록료 미납)
LED 구동장치(LED DRIVING APPARATUS),엘지이노텍 주식회사(서울특별시 강서구...),2011.10.21,취하(심사미청구)
LED 스트링 구동 회로(LED string driving circuit),엘지이노텍 주식회사(서울특별시 강서구...),2010.12.21,거절결정(일반)
LED 공급 장치(APPARATUS FOR SUPPLING A LED),엘지이노텍 주식회사(서울특별시 강서구...),2011.06.02,취하(심사미청구)
LED 구동 장치(LED driving apparatus),엘지이노텍 주식회사(서울특별시 강서구...),2010.07.30,거절결정(일반)
LED 조명의 히트싱크(HEATSINK FOR LED LAMP),엘지이노텍 주식회사(서울특별시 강서구...)|권병일(경기도 시흥시 ...),2010.11.16,거절결정(재심사)
LED 구동 장치의 보호 회로(Protecting circuit of LED driving apparatus),엘지이노텍 주식회사(서울특별시 강서구...),2010.06.11,거절결정(일반)
LED 구동 장치(LED driving apparatus),엘지이노텍 주식회사(서울특별시 강서구...),2010.07.02,취하(심사미청구)
LED 백라이트 유닛(LED backlight unit),엘지이노텍 주식회사(서울특별시 강서구...),2010.04.02,거절결정(일반)
LED 패키지 및 그 제조방법(LED PACKAGE AND MANUFACTURING METHOD THEREOF),엘지이노텍 주식회사(서울특별시 강서구...),2011.07.27,거절결정(일반)
LED 구동드라이버에서의 통합 과전압보호회로(Integrated over voltage protection circuit in LED driver),엘지이노텍 주식회사(서울특별시 강서구...),2007.03.14,등록결정(일반)
LED 조명용 전원 장치(Power device for LED lighting),엘지이노텍 주식회사(서울특별시 강서구...),2013.11.26,포기(등록료 미납)
LED 드라이버(LED Driver),엘지이노텍 주식회사(서울특별시 강서구...),2009.05.29,거절결정(일반)
LED 스크린의 밝기 자동 제어 장치 및 방법(Apparatus and method for automatically controlling brightness in a LED screen),엘지이노텍 주식회사(서울특별시 강서구...),2010.06.11,취하(심사미청구)
LED 과전압 보호회로(over voltage protection circuit in LED),엘지이노텍 주식회사(서울특별시 강서구...),2011.10.24,취하(심사미청구)
LCD 패널용 LED 드라이버의 구동회로(driving circuit of LED driver for LCD panel),엘지이노텍 주식회사(서울특별시 강서구...),2006.04.28,등록결정(일반)
LED 구동 회로(LED Driving Circuit),엘지이노텍 주식회사(서울특별시 강서구...),2009.08.27,등록결정(일반)
액정표시장치의 LED 회로 배열구조(STRUCTURE ARRANGEMENT LED CIRCUIT OF LCD SYSTEM),엘지이노텍 주식회사(서울특별시 강서구...),2007.06.04,취하(심사미청구)
LED 기판 제조방법(Fabrication method of LED substrate),엘지이노텍 주식회사(서울특별시 강서구...),2002.09.06,거절결정(일반)
모듈라 방식의 LED백라이트유닛(A LED Back Light Unit of Modular Type),엘지이노텍 주식회사(서울특별시 강서구...),2009.06.24,거절결정(일반)
풀 컬러 LED 제어 백라이트 유닛(Backlight unit for full color LED control),엘지이노텍 주식회사(서울특별시 강서구...),2007.04.12,취하(심사미청구)
LED 백라이트 제어 회로(LED backlight control circuit),엘지이노텍 주식회사(서울특별시 강서구...),2006.12.05,등록결정(일반)
LED 구동 회로(LED Driving Circuit),엘지이노텍 주식회사(서울특별시 강서구...),2009.07.07,등록결정(일반)
백라이팅 인버터에서의 LED 구동회로(Circuit for operating LED in backlighting inverter),엘지이노텍 주식회사(서울특별시 강서구...),2007.05.11,등록결정(일반)
다수개의 LED가 장착된 LED 패키지(LED package having multitude LED),엘지이노텍 주식회사(서울특별시 강서구...),2004.11.16,거절결정(일반)
LED 장치(LED DEVICE),엘지전자 주식회사(서울특별시 영등포구...),2009.08.18,등록결정(재심사후)
플렉서블 LED 전광판 모듈(FLEXIBLE ELECTRONIC DISPLAY MODULE HAVING LED),엘지전자 주식회사(서울특별시 영등포구...),2016.01.15,취하(심사미청구)
마이크로LED 표시장치 및 그 구동방법(MICRO LED DISPLAY DEVICE AND METHOD OF DRIVING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.27,
LED 구동회로 및 그 구동방법(LED DRIVING CIRCUIT AND METHOD FOR OPERATING THE SAME),엘지전자 주식회사(서울특별시 영등포구...),2009.05.11,등록결정(일반)
마이크로 LED와 관련된 디스플레이 장치 및 이의 제조 방법(DISPLAY DEVICE RELATED TO MICRO LED AND MANUFACTURING METHOD THEREOF),엘지전자 주식회사(서울특별시 영등포구...),2019.12.11,
LED 모듈(LED module),엘지전자 주식회사(서울특별시 영등포구...),2014.12.22,거절결정(일반)
"LED 패키지, 그 제조 방법, LED 패키지를 포함하는 백라이트 유닛 및 액정표시장치(LED package, method of fabricating the same, and backlight unit and liquid crystal display device including the LED package)",엘지디스플레이 주식회사(서울특별시 영등포구...),2013.12.27,등록결정(재심사후)
액정표시장치 및 LED어셈블리 일체형 도광판 제조방법(Liquid crystal display device and method of fabricating light guide plate having LED assembly),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.01.24,등록결정(일반)
LED 디스플레이 장치 및 그것의 제조 방법(LED DISPLAY APPARATUS AND MANUFACTURING METHOD THEREOF),엘지전자 주식회사(서울특별시 영등포구...),2012.02.13,거절결정(일반)
LED 패키지 및 이의 제조 방법(LED PAKAGE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.10.20,거절결정(일반)
LED 패키지 및 이를 포함하는 백라이트 유닛(LED PAKAGE AND BACKLIGHT UNIT INCULDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.09.06,취하(심사미청구)
LED 어레이 및 이를 구비한 액정표시장치모듈(LED ARRAY AND LCD MODULE HAVING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.28,취하(심사미청구)
LED 다이본딩 헤드장치 컨트롤러(Controller of LED Die-Bonding Head-Device),엘지전자 주식회사(서울특별시 영등포구...),2010.12.27,취하(심사미청구)
"LED소자 및 그 제조방법, LED소자를 포함하는 액정표시장치모듈(LED AND MANUFACTURING METHOD FOR THE SAME, LCD MODULE INCLUDING LED)",엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.28,취하(심사미청구)
"LED소자의 제조방법, LED소자를 포함하는 액정표시장치모듈(METHOD FOR MANUFACTURING LCD, LCD MODULE INCLUDING LED)",엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.28,취하(심사미청구)
LED 광원 모듈 및 그를 이용한 프로젝션용 디스플레이 장치(LED light source module and projection type display apparatus thereof),엘지전자 주식회사(서울특별시 영등포구...),2010.12.27,거절결정(재심사)
"LED 패키지 및 어레이, 이를 구비한 액정표시장치모듈(LED PAKAGE AND ARRAY, LCD MODULE HAVING THEREOF)",엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.06,취하(심사미청구)
LED패키지와 이를 이용한 액정표시장치(LED Package and Liquid Crystal Display Device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.11.01,취하(심사미청구)
개선된 LED 백라이트 유닛 및 디스플레이 장치(AN ENHANCED LED BACKLIGHT UNIT AND A DISPLAY USING THE SAME),엘지전자 주식회사(서울특별시 영등포구...),2010.11.11,취하(심사미청구)
LED 구동 장치 및 이를 포함하는 액정표시장치(LED driving apparatus and liquid crystal display device including the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.08.25,거절결정(재심사)
LED 광원의 구동 장치(Apparatus for Controlling LED Light Source),엘지전자 주식회사(서울특별시 영등포구...),2010.08.03,거절결정(일반)
LED 조명기구(LED Lighting Device),엘지전자 주식회사(서울특별시 영등포구...),2010.06.23,등록결정(일반)
LED 구동 제어 방법 및 방송 수신기(A METHOD FOR CONTROLLING A LED TO DRIVE AND A BROADCAST RECEIVER),엘지전자 주식회사(서울특별시 영등포구...),2009.12.29,취하(심사미청구)
LED 백라이트 구동 장치(Apparatus for driving LED backlight),엘지전자 주식회사(서울특별시 영등포구...),2009.12.03,취하(심사미청구)
LED 어셈블리를 구비한 액정표시장치(LIQUID CRYSTAL DISPLAY DEVICE HAVING LED ASSAMBLY),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.10.09,거절결정(일반)
LED 조명(LIGHTING DEVICE WITH LED),엘지전자 주식회사(서울특별시 영등포구...),2009.06.15,등록결정(일반)
LED 구동회로(LED DRIVING CIRCUIT),엘지전자 주식회사(서울특별시 영등포구...),2009.05.15,취하(심사미청구)
LED 조명 장치(LED Lighting Device),엘지전자 주식회사(서울특별시 영등포구...),2008.04.07,거절결정(일반)
LED 조명장치(LED ILLUMINATOR),에릭슨 엘지 주식회사(서울특별시 강남구...),2007.12.27,취하(심사미청구)
