발명의명칭,출원인,출원일자,심사진행상태
서로 다른 타입의 박막 트랜지스터들을 포함하는 표시장치 및 그 제조방법(DISPLAY APPARATUS COMPRISING DIFFERENT TYPES OF THIN FILM TRANSISTORS AND MEHTHOD FOR MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.12.24,
박막 트랜지스터 어레이 기판 및 이를 포함하는 전자장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND ELECTRONIC DEVICE INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.12.23,
디지털 엑스레이 검출기용 박막트랜지스터 어레이 기판(Thin Film Transistor array substrate for digital X-ray detector),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.11.27,등록결정(일반)
박막트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.09.05,등록결정(일반)
유기 박막 트랜지스터(Organic Thin Film Transistor),주식회사 엘지화학(서울특별시 영등포구...),2006.06.26,등록결정(일반)
"지지층을 갖는 박막 트랜지스터, 그 제조방법 및 이를 포함하는 표시장치(THIN FILM TRANSISTOR HAVING SUPPORTING LAYER, METHOD FOR MANUFACTURING THE SAME AND DISPLAY DEVICE COMPRISING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2022.09.19,
"박막 트랜지스터, 그의 제조방법, 및 그를 포함한 표시장치(THIN FILM TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME, AND DISPLAY DEVICE INCLUDING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2022.09.16,
이중층 산화물 반도체 물질을 구비한 박막 트랜지스터 기판(Thin Film Transistor Substrate Having Bi-Layer Oxide Semiconductor),엘지디스플레이 주식회사(서울특별시 영등포구...),2021.12.23,등록결정(일반)
"박막 트랜지스터, 그의 제조방법, 및 그를 포함한 표시장치(THIN FILM TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME, AND DISPLAY DEVICE INCLUDING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.11,등록결정(일반)
초고해상도용 박막 트랜지스터 및 이를 포함하는 유기 발광 표시 장치(Thin film transistor for ultra-high resolution and organic light emitting DISPLAY device including the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.09.29,등록결정(일반)
유기트랜지스터 및 가스센서(ORGANIC TRANSISTOR AND GAS SENSOR),주식회사 엘지화학(서울특별시 영등포구...),2017.09.14,등록결정(일반)
유기박막트랜지스터(Organic Thin Film Transistor),주식회사 엘지화학(서울특별시 영등포구...),2005.02.16,등록결정(일반)
박막트랜지스터 기판 및 이를 포함하는 디스플레이 장치(THIN FILM TRANSISTOR SUBSTRATE AND DISPLAY DEVICE COMPRISING THEREOF),주식회사 엘지화학(서울특별시 영등포구...),2016.05.09,등록결정(일반)
고 이동도 반도체 물질을 구비한 박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate Having High Mobility Semiconductor Material And Method for Manufacturing The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.06.27,등록결정(재심사후)
유기트랜지스터 및 가스센서(ORGANIC TRANSISTOR AND GAS SENSOR),주식회사 엘지화학(서울특별시 영등포구...),2017.06.01,등록결정(재심사후)
박막트랜지스터 어레이 기판 및 그의 제조방법과 이를 포함하는 유기발광표시장치(Thin film transistor array substrate and method of manufacturing the same and organic light emitting display device comprising the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.21,
산화물 박막트랜지스터를 포함하는 어레이 기판 및 그 제조방법(Array Substrate Including Oxide Thin Film Transistor And Method Of Fabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.08.01,등록결정(재심사후)
박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate And Manufacturing Method Thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.08.09,등록결정(일반)
이중 광 차단층을 구비한 산화물 반도체를 포함하는 박막 트랜지스터 기판(Oxide Semiconductor Thin Film Transistor Substrate Having Double Light Shield Layers),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.06.26,등록결정(일반)
다수의 타입들의 박막 트랜지스터들을 갖는 디스플레이 백플레인(DISPLAY BACKPLANE HAVING MULTIPLE TYPES OF THIN-FILM-TRANSISTORS),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.12.16,등록결정(일반)
박막 트랜지스터 및 그 제조방법(THIN FILM TRANSISTOR AND METHOD OF FABRICATING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.09.11,등록결정(일반)
"박막 트랜지스터 기판 및 이를 이용한 표시패널과 그 제조방법(Thin Film Transistor Substrate, Display Panel Using The Same And Method Of Manufacturing The Same)",엘지디스플레이 주식회사(서울특별시 영등포구...),2022.02.21,
듀얼 게이트 박막 트랜지스터 및 이를 포함하는 자체 발광 표시장치(DUAL GATE THIN FILM TRANSISTOR AND SELF LIGHT EMITTING DISPLAY DEVICE INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.21,
초고 해상도 표시 장치용 박막 트랜지스터 기판(Thin Film Transistor Substrate For Ultra High Density Display),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.09.30,
박막트랜지스터 어레이 기판 및 이를 포함하는 표시장치(Array Substrate for Thin Film Transistor And Display Device Of The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.12.23,
TFT 어레이 기판 및 그 제조방법(Thin Film Transistor Array Substrate And Method ForFabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.12.30,등록결정(일반)
폴리형 박막 트랜지스터 기판의 제조방법(Method of Fabricating Thin Film Transistor Substrateof Poly-type),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.11.12,등록결정(일반)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.23,등록결정(일반)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.23,등록결정(일반)
박막 트랜지스터 및 이를 구비한 평판표시장치 제조방법(Thin Film Transistor and Method of fabricating Plate Display Device having the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.10.28,등록결정(재심사후)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.23,등록결정(일반)
폴리 실리콘 박막트랜지스터를 포함하는 유기발광 디스플레이 장치 및 이의 제조방법(Organic Light Emitting Display Device Including Poly-Si Thin Film Transistor And Manufacturing Method Of The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.03.26,등록결정(일반)
박막 트랜지스터 어레이 기판(THIN FILM TRANSISTOR ARRAY SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.09.30,등록결정(일반)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.23,등록결정(일반)
간접 열 결정화 박막 트랜지스터 기판 및 그 제조 방법(Indirect Thermal Crystalization Thin Film Transistor Substrate And Method For Manufacturing The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.06.25,등록결정(일반)
박막 트랜지스터 어레이 기판의 제조방법(Manufacturing Method of Thin Film Transistor array substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.03.22,등록결정(일반)
박막트랜지스터 어레이 기판(THIN FILM TRANSISTOR ARRAY SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.12.27,등록결정(심사전치후)
박막 트랜지스터 기판 및 그를 구비하는 평판 표시장치(THIN FILM TRANSISTOR SUBSTRATE AND FLAT PANEL DISPLAY COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.04.13,등록결정(심사전치후)
박막 트랜지스터 어레이 기판 및 박막 패턴의 검사 방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD FOR TESTING THIN FILM PATTERN),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.12.27,등록결정(일반)
각 화소에 보상용 박막 트랜지스터를 구비한 초고 해상도 액정 표시장치(Ultra High Resolution Liquid Crystal Display Having A Compensating Thin Film Transistor At Each Pixel),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.31,등록결정(재심사후)
박막트랜지스터 어레이 기판의 제조방법(method for manufacturing a thin film transistor array substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.10.23,등록결정(일반)
표시장치용 박막트랜지스터 및 그 제조방법(THIN FILM TRANSISTOR FOR DISPLAY DEVICE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.05.13,등록결정(일반)
박막트랜지스터 제조방법 및 이에 의해 제조된박막트랜지스터(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR AND THIN FILM TRANSISTOR MANUFACTURED BY THE METHOD),주식회사 엘지화학(서울특별시 영등포구...),2007.04.13,등록결정(일반)
박막트랜지스터 어레이 기판(Array Substrate For Thin Film Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.12.16,
산화물 박막 트랜지스터의 제조방법(METHOD OF FABRICATING OXIDE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.06.22,등록결정(일반)
박막 트랜지스터 어레이 기판의 제조방법(Method for manufacturing a thin film transistor array substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.07.30,등록결정(일반)
유기 반도체 물질을 이용한 박막트랜지스터와 이를 구비한액정표시장치용 어레이 기판 및 그 제조방법(The thin film transistor using organic semiconductormaterial and the array substrate for LCD with the sameand method of fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.11.29,등록결정(일반)
폴리실리콘 박막트랜지스터의 제조방법(Method for manufacturing of Poly-Silicon Thin Film Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.12.08,등록결정(일반)
박막 트랜지스터 및 이의 제조방법(THIN FILM TRANSISTOR AND METHOD FOR PREPARING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2007.04.25,등록결정(일반)
박막 트랜지스터 어레이 기판 및 그의 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD FOR FABRICATING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.01.17,등록결정(일반)
"배향막 형성 방법, 그를 이용하여 제조된 컬러 필터 기판및 박막 트랜지스터 기판(METHOD FOR FORMING ALIGNMENT LAYER, COLOR FILTER SUBSTRATE AND THIN FILM TRANSISTOR MANUFACTURED USING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2006.12.08,등록결정(일반)
박막 트랜지스터 기판 및 그 제조방법(Thin Film Transistor Substrate and Method thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.06.14,등록결정(일반)
"박막트랜지스터, 이의 제조 방법 및 이를 구비한유기발광다이오드 표시장치(THIN FILM TRANSISTOR, METHOD OF MANUFACTURING THE SAME AND ORGANIC LIGHT EMITTING DIODE DISPLAY HAVING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2007.02.01,등록결정(일반)
박막 트랜지스터 기판 및 그의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.06.24,등록결정(일반)
박막트랜지스터 어레이 기판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND FABRICATINGMETHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.04.29,등록결정(심사전치후)
박막 트랜지스터 어레이 기판 및 이를 포함하는 전자장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND ELECTRONIC DEVICE INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.12.18,
